Date,Name,Year,Letterboxd.URI,Rating,Rewatch,Review,Tags,Watched.Date
2020-06-16,The King of Staten Island,2020,https://letterboxd.com/breellis21/film/the-king-of-staten-island/,4,NA,I just want Pete to find peace and happiness 🥺,"936, bre myself and i, bee hive, quarantine!, im a cry baby",2020-06-15
2020-06-19,The Florida Project,2017,https://letterboxd.com/breellis21/film/the-florida-project/,3,NA,"<blockquote>“You know why this is my favorite tree? Because it tipped over, and it’s still growing.”</blockquote>Ahhh yes, Disney... the happiest place on earth. The Florida Project follows a poor single mother doing whatever she can to pay that week’s rent and provide for her child... I get it. It’s satirical...
I wanted to like this... I REALLY wanted to. I wanted to like the movie that everyone else loves... the movie about “real children”. But it just fell short for me. We stan Dafoe but ooof that ending...","936, bee hive, bre myself and i, quarantine!",2020-06-19
2020-06-20,7500,2019,https://letterboxd.com/breellis21/film/7500/,3,NA,"<blockquote>“There’s no where for me to go... not after this...”</blockquote>92 minutes of me holding my breathe... As far as one-location set thrillers go, this is top tier!","936, quarantine!, queen colleen",2020-06-19
2020-06-22,A Beautiful Day in the Neighborhood,2019,https://letterboxd.com/breellis21/film/a-beautiful-day-in-the-neighborhood/1/,4,Yes,"<blockquote>
""Do you know what the most important thing in the world is to me right now?""</blockquote>Oh yes, the movie that made me realize that I was upset over things I DIDNT EVEN REALIZE. Not the best Father’s Day film. I’m sad. Don’t text.😔","936, queen colleen, quarantine!, im a cry baby",2020-06-21
2020-06-28,Defending Jacob,2020,https://letterboxd.com/breellis21/film/defending-jacob/,5,NA,This is honestly one of the best television shows I’ve seen in a long time. It’s engaging from start to finish. There is a great cast and lots of twist and turns... for someone who watched a lot of crime/dramas... I did NOT expect the finale to do what it did. WATCH IT!,"936, quarantine!, queen colleen",2020-06-27
2020-06-28,Eurovision Song Contest: The Story of Fire Saga,2020,https://letterboxd.com/breellis21/film/eurovision-song-contest-the-story-of-fire-saga/,3.5,NA,If the Aurora borealis wasn’t enough for you... Fire Saga is another reason to visit Iceland !,"936, bre myself and i, bee hive, quarantine!",2020-06-27
2020-06-30,Irresistible,2020,https://letterboxd.com/breellis21/film/irresistible-2020/,2,NA,Only made me miss my hometown a little,"936, other half, quarantine!",2020-06-29
2020-07-03,Athlete A,2020,https://letterboxd.com/breellis21/film/athlete-a/,4.5,NA,"<blockquote>How many more are there?</blockquote>USA gymnastics COVERED UP countless sexual abuse allegations!! As someone who has worked with athletes and hopes to become a physician some day, never misses USA gymnastics compete at the Olympics and as a survivor myself... this was truly a powerful documentary. We need to believe women. We need to protect them... AND we need to support local journalists.","936, bre myself and i, im a cry baby, quarantine!",2020-07-02
2020-07-04,Hamilton,2020,https://letterboxd.com/breellis21/film/hamilton-2020/,4,NA,I’ve always felt intimidated when it comes to musicals... but this one... this one is VERY GOOD,"936, bre myself and i, quarantine!",2020-07-03
2020-07-04,Reasonable Doubt,2014,https://letterboxd.com/breellis21/film/reasonable-doubt/,2,NA,I know I watch a lot of thrillers but damn was this predictable,"936, quarantine!, queen colleen",2020-07-03
2020-07-04,Panic Room,2002,https://letterboxd.com/breellis21/film/panic-room/,4,Yes,I would do anything for David Fincher !!!!,"936, quarantine!, i'm the map",2020-07-03
2020-07-05,Independence Day,1996,https://letterboxd.com/breellis21/film/independence-day/,4,NA,Today I realized how hot Jeff Goldblum was... men with dark brown hair & glasses 🥺💕✨Oof,"936, bre myself and i, quarantine!",2020-07-05
2020-07-06,Feel the Beat,2020,https://letterboxd.com/breellis21/film/feel-the-beat-2020/,2.5,NA,It’s a cross between Dance Moms and Hannah Montana the movie... I’m here for it,"936, im a cry baby, other half, quarantine!",2020-07-05
2020-07-06,The Show Must Go On: The Queen + Adam Lambert Story,2019,https://letterboxd.com/breellis21/film/the-show-must-go-on-the-queen-adam-lambert-story/,3.5,NA,I don’t talk about it too much but I LOVE QUEEN. Like probably my favorite band. This documentary follows Adam’s life and how he stepped in as the lead singer for Queen... he’s truly one of the best vocalist we’ve had in YEARS and deserves all the credit.,"936, quarantine!, queen colleen, other half",2020-07-05
2020-07-10,Avengers: Endgame,2019,https://letterboxd.com/breellis21/film/avengers-endgame/,5,Yes,God this movie is GOOD,"936, bee hive, bre myself and i, quarantine!",2020-07-09
2020-07-10,Boys State,2020,https://letterboxd.com/breellis21/film/boys-state/,5,NA,"<blockquote>I think he's a fantastic politician, but I don't think a ""fantastic politician"" is a compliment either.</blockquote>... this was FANTASTIC. Truly fantastic. You may wonder why a documentary about a thousand teenage boys in Austin, TX arguing about politics sold for a record breaking 12M... but trust me, you’ll understand after watching","936, ho time, quarantine!, queen colleen, other half, sir carthew, im a bell",2020-07-09
2020-07-12,Palm Springs,2020,https://letterboxd.com/breellis21/film/palm-springs-2020/,4,NA,"What a DELIGHT. Truly a refreshing spin on a story line that we all THINK we know so well. This is such a cute romantic comedy. 🥺💕 
Also... I’m pretty sure ""pretentious sad boy"" Andy Samberg is my type","936, bee hive, bre myself and i, quarantine!",2020-07-11
2020-07-12,First Cow,2019,https://letterboxd.com/breellis21/film/first-cow/,4.5,NA,"<blockquote>
“Some people can’t imagine being stolen from.”</blockquote>the tenderness of this... the beauty... so gentle... so kind... the care...

Eve the cow I will die for you","936, im a cry baby, quarantine!, queen colleen, other half",2020-07-11
2020-07-13,Eighth Grade,2018,https://letterboxd.com/breellis21/film/eighth-grade/,4,Yes,Feeling ~vulnerable~,"936, bee hive, bre myself and i, im a cry baby, quarantine!",2020-07-12
2020-07-16,Fighting with My Family,2019,https://letterboxd.com/breellis21/film/fighting-with-my-family/,2,NA,Ignoring the fact that I started taking birth control a few days ago and my hormone levels are all out of wack... Somehow i CRIED during this mediocre wrestling movie... yeah I’m a softy,"936, bee hive, bre myself and i, im a cry baby, quarantine!",2020-07-15
2020-07-17,Greyhound,2020,https://letterboxd.com/breellis21/film/greyhound/,1.5,NA,"As I was watching this, I just kept wishing I was watching Dunkirk","936, other half, quarantine!, queen colleen",2020-07-16
2020-07-19,True Grit,2010,https://letterboxd.com/breellis21/film/true-grit-2010/,4.5,NA,I was told that this wasn’t a horse movie... uhhh this is definitely a horse movie,"936, bee hive, bre myself and i, quarantine!",2020-07-18
2020-07-20,Rosemary's Baby,1968,https://letterboxd.com/breellis21/film/rosemarys-baby/,4.5,NA,"This one serves as a reminder as to why I sleep with a rosary on my bedside table...

Also potentially one of the best movies ever made ???","936, bee hive, i'm the map, quarantine!",2020-07-19
2020-07-23,Madagascar,2005,https://letterboxd.com/breellis21/film/madagascar/,4,Yes,"nothing but respect for MY KING Julien 

Also yes I’m kicking off my Madagascar MARATHON!!!","936, other half, quarantine!",2020-07-22
2020-07-23,Madagascar: Escape 2 Africa,2008,https://letterboxd.com/breellis21/film/madagascar-escape-2-africa/,3.5,Yes,I like them big. I like them chunky. 😌,"936, quarantine!, other half",2020-07-22
2020-07-23,Captain Phillips,2013,https://letterboxd.com/breellis21/film/captain-phillips/,4,NA,"Tom Hanks... I mean, Tom FUCKING Hanks!!!","936, quarantine!, queen colleen, other half, im a cry baby",2020-07-22
2020-07-26,Election,1999,https://letterboxd.com/breellis21/film/election/,4,NA,Ferris Bueller as a high school teacher... yes please,"936, bee hive, bre myself and i, quarantine!",2020-07-26
2020-07-27,The Fugitive,1993,https://letterboxd.com/breellis21/film/the-fugitive-1993/,4.5,NA,Harrison Ford’s beard lives rent free in my mind,"936, quarantine!, queen colleen",2020-07-26
2020-07-27,The Kissing Booth 2,2020,https://letterboxd.com/breellis21/film/the-kissing-booth-2/,0.5,NA,"Maybe I shouldn’t have told anyone that I watched this 😌




Also apparently Netflix filmed the 3rd one in secret... yes I will be watching","936, bee hive, quarantine!, okinawa",2020-07-26
2020-07-27,The Men Who Stare at Goats,2009,https://letterboxd.com/breellis21/film/the-men-who-stare-at-goats/,1.5,NA,Free the goats 🐐🗣‼️,"936, bee hive, bre myself and i, quarantine!",2020-07-27
2020-07-29,The Conversation,1974,https://letterboxd.com/breellis21/film/the-conversation/,4,NA,"This is my first Coppola film !!! 

Also I’m here to confirm that I still love jazz","936, bee hive, bre myself and i, quarantine!",2020-07-28
2020-08-01,Harry Potter and the Order of the Phoenix,2007,https://letterboxd.com/breellis21/film/harry-potter-and-the-order-of-the-phoenix/,3.5,Yes,Dolores Umbridge? more like Dolores uhhh she’s a bitch.,"ace, other half, quarantine!",2020-07-31
2020-08-04,Spider-Man 3,2007,https://letterboxd.com/breellis21/film/spider-man-3/1/,2,Yes,"""The One Where Peter Is Kind of An Asshole""","936, bee hive, bre myself and i, quarantine!, sir carthew",2020-08-03
2020-08-05,The Amazing Spider-Man 2,2014,https://letterboxd.com/breellis21/film/the-amazing-spider-man-2/,2,Yes,"Yaknow this has one too many Philip Phillips songs in it for me... but I do appreciate güd science representation. 

I think the moral of the story is to treat people with kindness...","936, bee hive, bre myself and i, quarantine!, im a cry baby",2020-08-04
2020-08-05,Spider-Man: Homecoming,2017,https://letterboxd.com/breellis21/film/spider-man-homecoming/,4,Yes,"Imagine me, just graduated high school, working full time as a supervisor at my local theater for the last three years... grew up watching Spider-Man... I was READY for this film. From the trailer that played on a loop in the lobby ( yeah I’m talking about MGNT’s hit song Time to Pretend) to the HUGE cardboard cutout of Peter Parker... 

Let’s just say that Tom Holland did not let me down. I love him. He’s cute and charming and smart and... 🤤","936, other half, quarantine!, sir carthew",2020-08-04
2020-08-06,Avengers: Endgame,2019,https://letterboxd.com/breellis21/film/avengers-endgame/1/,5,Yes,Yes I still cry every time I watch this... mind your business,"936, bre myself and i, im a cry baby, sir carthew, quarantine!",2020-08-05
2020-08-06,Spider-Man: Far from Home,2019,https://letterboxd.com/breellis21/film/spider-man-far-from-home/4/,4.5,Yes,I was a sad boi when I saw this on opening night and honestly couldn’t even appreciate it at the time... but since then I’ve decided that this IS the best Spider-Man movie !!!,"936, bre myself and i, im a cry baby, sir carthew, quarantine!",2020-08-05
2020-08-09,Jurassic Park,1993,https://letterboxd.com/breellis21/film/jurassic-park/,5,Yes,"<blockquote>
""People are dying....Will you please shut down the system?""</blockquote>It’s good","936, bee hive, bre myself and i, quarantine!",2020-08-09
2020-08-10,Baby Boom,1987,https://letterboxd.com/breellis21/film/baby-boom/,3,NA,My mom told me she watched this on a plane in the late 80s but didn’t have any headphones so she watched it without sound,"936, quarantine!, queen colleen",2020-08-09
2020-08-12,The Most Hated Woman in America,2017,https://letterboxd.com/breellis21/film/the-most-hated-woman-in-america/,2,NA,Interesting subject and a phenomenal performance by Melissa Leo but the film’s pacing is too slow... felt boring at times,"bee hive, bre myself and i, quarantine!, ATX",2020-08-11
2020-08-13,The Lost Husband,2020,https://letterboxd.com/breellis21/film/the-lost-husband/,1,NA,Uhhhh did she ever find her husband?,"atx, other half, quarantine!",2020-08-12
2020-08-14,Rear Window,1954,https://letterboxd.com/breellis21/film/rear-window/,5,NA,"Truly the best isolation film

Also this is my first Alfred Hitchcock movie!! Adding more to my watch list","936, quarantine!, queen colleen",2020-08-13
2020-08-15,Twilight,2008,https://letterboxd.com/breellis21/film/twilight-2008/1/,2,Yes,I was a Harry Potter gal growing up and now I’m catching up on all things Twilight 😳,"936, bee hive, bre myself and i, quarantine!",2020-08-14
2020-08-15,The Twilight Saga: New Moon,2009,https://letterboxd.com/breellis21/film/the-twilight-saga-new-moon/,1.5,Yes,My boyfriend leaving me because he’s “not strong enough” hmmm no thank you...  BUT Getting to live forever with my hot vampire husband?😳 I’ll consider it,"936, bee hive, bre myself and i, quarantine!",2020-08-14
2020-08-15,The Twilight Saga: Eclipse,2010,https://letterboxd.com/breellis21/film/the-twilight-saga-eclipse/,2,Yes,Just Edward and Jacob trying to get some WAP 😳🤭,"936, bee hive, bre myself and i, quarantine!",2020-08-14
2020-08-16,Vertigo,1958,https://letterboxd.com/breellis21/film/vertigo/,4,NA,The PERFECT balance of romance and thriller. Nothing I write can do this justice 😌 it’s güd,"936, quarantine!, queen colleen",2020-08-15
2020-08-17,The Twilight Saga: Breaking Dawn - Part 1,2011,https://letterboxd.com/breellis21/film/the-twilight-saga-breaking-dawn-part-1/,3,NA,"Breaking Dawn? More like Breaking Beds, am i right, ladies? Anyways... We’re all here for the vampire honeymoon sex scene, right?","936, bee hive, bre myself and i, quarantine!",2020-08-16
2020-08-17,The Twilight Saga: Breaking Dawn - Part 2,2012,https://letterboxd.com/breellis21/film/the-twilight-saga-breaking-dawn-part-2/,2,NA,“nESsiE? YoU nICknaMEd mY baBY aFtER ThE LoCh NeSs mOnSTeR?”,"936, bee hive, bre myself and i, quarantine!",2020-08-16
2020-08-17,The Birds,1963,https://letterboxd.com/breellis21/film/the-birds/,4,NA,I never understood why people were afraid of birds... but now I get it,"936, quarantine!, queen colleen",2020-08-16
2020-08-17,WALL·E,2008,https://letterboxd.com/breellis21/film/walle/,4,Yes,I love the love story and saving the planet... but the fatphobia... oof,"936, bee hive, bre myself and i, im a cry baby, quarantine!",2020-08-16
2020-08-18,Spotlight,2015,https://letterboxd.com/breellis21/film/spotlight/,5,NA,"""It's confusing, you know? To be introduced to sex like that...""
""Joe, did you ever try and tell someone?""
“Like who, a priest?""

I cried and cried and cried. As Sunday school teacher within the Catholic Church, I have to attend annual training in order to work with children. They teach us grooming signs and that we must report any potential abuse. Yes the church has made progress but 😔
<blockquote>

</blockquote>","936, bre myself and i, quarantine!, im a cry baby",2020-08-17
2020-08-19,Nightcrawler,2014,https://letterboxd.com/breellis21/film/nightcrawler/1/,5,Yes,jake gyllenhaal is one of the most talented actors to grace our screens with his ability yet the academy is BLIND and this is yet other time where he has been ROBBED !!!!,"936, bee hive, quarantine!, sir carthew, what did you learn today?, scener",2020-08-19
2020-08-20,Psycho,1960,https://letterboxd.com/breellis21/film/psycho/,5,NA,How did Marion not recognize the red flag of a man being nice to her without wanting anything in return,"936, i'm on a true crime kick, quarantine!, queen colleen",2020-08-19
2020-08-21,New in Town,2009,https://letterboxd.com/breellis21/film/new-in-town/,1.5,Yes,I love these predictable city girl moves to a small town and falls in love with a hard working man movies,"936, quarantine!, queen colleen",2020-08-20
2020-08-21,Stargate,1994,https://letterboxd.com/breellis21/film/stargate/,3,NA,"Archeology and sci-fi. Nothing is better than that combination... except maybe linguistic and aliens


Also obligatory *slurp* for James Spader","936, bre myself and i, quarantine!",2020-08-20
2020-08-21,Dumbo,2019,https://letterboxd.com/breellis21/film/dumbo-2019/,3.5,NA,I don’t know who needs to hear this... but animals should be treated with respect 🥴,"936, quarantine!, queen colleen, im a cry baby",2020-08-20
2020-08-23,The One and Only Ivan,2020,https://letterboxd.com/breellis21/film/the-one-and-only-ivan/,3,NA,Heartwarming 🥺 and less sad than Dumbo,"936, im a cry baby, quarantine!, queen colleen",2020-08-22
2020-08-23,Iron Eagle,1986,https://letterboxd.com/breellis21/film/iron-eagle/,3.5,NA,You can’t tell me that this didn’t inspire Baby Driver ‼️,"936, quarantine!, queen colleen, other half",2020-08-22
2020-08-26,High Score,2020,https://letterboxd.com/breellis21/film/high-score-2020/,3,NA,I’m ready for any and all classic video game trivia questions,"atx, bre myself and i, quarantine!",2020-08-25
2020-08-28,The Tree of Life,2011,https://letterboxd.com/breellis21/film/the-tree-of-life-2011/,3,NA,I wish I could say this was the “best movie I’ve seen in a long time” but I really needed Wikipedia to get me through... but I must admit... the cinematography!!!,"atx, quarantine!, tiny dancer",2020-08-27
2020-08-29,Black Panther,2018,https://letterboxd.com/breellis21/film/black-panther-2018/,4,Yes,"For Wakanda? Without question.
Rest In Peace King","atx, ho time, im a bell, northern italian twin, quarantine!, paleontologist",2020-08-29
2020-08-30,John Mulaney: New in Town,2012,https://letterboxd.com/breellis21/film/john-mulaney-new-in-town/,4,NA,"i used to drink too much, then black out, then ""ruin parties""","atx, tiny dancer, quarantine!",2020-08-29
2020-09-02,Twilight,2008,https://letterboxd.com/breellis21/film/twilight-2008/2/,2.5,Yes,*insert joke about Robert playing both a vampire and a bat(man)*,"atx, quarantine!, sir carthew",2020-09-01
2020-09-02,The Twilight Saga: New Moon,2009,https://letterboxd.com/breellis21/film/the-twilight-saga-new-moon/1/,2,Yes,Big fan of muscular Taylor Lautner riding a motorcycle,"atx, quarantine!, bre myself and i",2020-09-01
2020-09-05,I'm Thinking of Ending Things,2020,https://letterboxd.com/breellis21/film/im-thinking-of-ending-things/,NA,NA,Uhhh I need to rewatch this one. Too much tequila beforehand,"atx, normz, tiny dancer, what did you learn today?, quarantine!, scener",2020-09-04
2020-09-06,I'm Thinking of Ending Things,2020,https://letterboxd.com/breellis21/film/im-thinking-of-ending-things/1/,4,Yes,When Lucy said “I’m not a metaphorical type girl”... I felt that... but yaknow... someone has to be a pig infested with maggots so it might as well be you 😌,"atx, bre myself and i, bee hive, quarantine!",2020-09-05
2020-09-06,Call Me by Your Name,2017,https://letterboxd.com/breellis21/film/call-me-by-your-name/,5,NA,"Watching this after i haven’t been touched sensually in 183 days...  👁👄👁

Let’s not forget to feel our feelings... I’m sobbing🍑","atx, bre myself and i, im a cry baby, quarantine!",2020-09-05
2020-09-10,Cheaper by the Dozen,2003,https://letterboxd.com/breellis21/film/cheaper-by-the-dozen-2003/,4,Yes,Honestly I just want to be raised by steve martin and bonnie hunt,"936, quarantine!, queen colleen",2020-09-09
2020-09-12,Being John Malkovich,1999,https://letterboxd.com/breellis21/film/being-john-malkovich/,4,NA,This was honestly so fucked up lol,"936, bre myself and i, bee hive, quarantine!",2020-09-11
2020-09-13,Ferris Bueller's Day Off,1986,https://letterboxd.com/breellis21/film/ferris-buellers-day-off/,5,Yes,"<blockquote>
when cameron was in Egypt’s land... let my Cameron goooooooo</blockquote>yup middle school Bre was obsessed with this movie and so is senior year of college Bre !!","quarantine!, queen colleen",2020-09-12
2020-09-14,Cabaret,1972,https://letterboxd.com/breellis21/film/cabaret/,2.5,NA,"I know it's supposed to be bizarre and unsettling, but boi is this bizarre and unsettling.","wisco, quarantine!",2020-09-13
2020-09-21,The Devil All the Time,2020,https://letterboxd.com/breellis21/film/the-devil-all-the-time/,3.5,NA,"<blockquote>
Some people were born to be buried</blockquote>i went into this completely blind. I knew the cast was stacked but i knew nothing substantial about the plot... wow this movie just keeps GOING and GOING and GOING","quarantine!, queen colleen, what did you learn today?",2020-09-20
2020-09-24,This Is Paris,2020,https://letterboxd.com/breellis21/film/this-is-paris/,4,NA,"Paris Hilton’s new documentary is incredibly raw and honest. Paris was truly the first ~influencer~ long before girls with fake tans started selling detox teas on social media. 
She discuses family dynamics, being a DJ, childhood trauma, business endeavors, awful boyfriends, ~creating~ Kim Kardashian and more... anyways I love her and I have since I was young. Time to watch The Simple Life!

(I had to watch this documentary  over 6 days 😅 but it’s 100% worth it.)","936, bre myself and i, bee hive, wisco",2020-09-22
2020-09-24,Get Out,2017,https://letterboxd.com/breellis21/film/get-out-2017/,5,Yes,I’m taking a class over Jordan Peele and definitely geeked out rewatching this after analyzing Peele’s work for the last month or so. He’s brilliant. AND with a $5 million budget... *chefs kiss*,"936, bee hive, bre myself and i, quarantine!",2020-09-23
2020-09-27,Pride & Prejudice,2005,https://letterboxd.com/breellis21/film/pride-prejudice/,5,NA,the yearning! the passion! the silent stares! the tension! the hand flex! the ending! ALSO the rain scene!! Ohmygod!!! I am YEARNING... it’s libra season! Libras love love and i love love! UGH!! I want to be in love!!,"atx, quarantine!, tiny dancer, im a cry baby",2020-09-26
2020-10-03,The Nice Guys,2016,https://letterboxd.com/breellis21/film/the-nice-guys/,5,NA,"<blockquote>
""The porno acress? The one who died?"" ""<b>Young lady</b>. The porno <b>young lady</b>.""</blockquote>I haven’t laughed this hard in a long time!! Ugh I love Ryan Gosling in this!! And his mustache 😌","atx, tiny dancer, quarantine!",2020-10-02
